40.02887,-75.174896,19144,
40.02657,-75.177414,19144,
40.024874,-75.179148,19144,
40.016618,-75.171345,19144,
40.016433,-75.171022,19144,
40.027497,-75.175408,19144,
40.025612,-75.172373,19144,
40.025502,-75.172174,19144,
40.025062,-75.171381,19144,
40.024889,-75.170888,19144,
40.023432,-75.16813,19144,
40.019586,-75.164879,19144,
40.020939,-75.167462,19144,
40.021697,-75.168529,19144,
40.022162,-75.168657,19144,
40.047602,-75.179861,19144,
40.060298,-75.189065,19119,
40.059429,-75.187376,19119,
40.059315,-75.187203,19119,
40.059055,-75.18705,19119,
40.058805,-75.18668,19119,
40.058494,-75.18615,19119,
40.057253,-75.183827,19119,
40.050377,-75.172621,19138,
40.044613,-75.163281,19138,
40.043221,-75.16101,19138,
40.042315,-75.159543,19138,
40.039938,-75.155078,19138,
40.038988,-75.151082,19141,
40.039063,-75.149599,19141,
40.050202,-75.176861,19144,
40.047365,-75.172006,19144,
40.04727,-75.172094,19144,
40.045225,-75.174374,19144,
40.046523,-75.19623,19119,
40.045976,-75.195377,19119,
40.04455,-75.192923,19119,
40.038098,-75.182947,19144,
40.037778,-75.182435,19144,
40.036159,-75.179891,19144,
40.031671,-75.172729,19144,
40.025799,-75.162897,19144,
40.025638,-75.162584,19144,
40.05348,-75.157592,19138,
40.053328,-75.157759,19138,
40.048896,-75.158034,19138,
40.04449,-75.1583,19138,
40.042718,-75.158374,19138,
40.042518,-75.158378,19138,
40.042392,-75.158383,19138,
40.04216,-75.158394,19138,
40.041816,-75.158463,19144,
40.038057,-75.15849,19144,
40.065185,-75.193233,19119,
40.064787,-75.192354,19119,
40.064592,-75.192209,19119,
40.064503,-75.191897,19119,
40.064382,-75.191402,19119,
40.06418,-75.191538,19119,
40.067327,-75.185842,19119,
40.066665,-75.184632,19119,
40.066383,-75.184208,19119,
40.066211,-75.183898,19119,
40.063374,-75.192133,19119,
40.083956,-75.222009,19118,
40.083849,-75.221784,19118,
40.018768,-75.15479,19140,
40.017804,-75.153137,19140,
40.055428,-75.213722,19118,
40.016425,-75.157339,19140,
40.017152,-75.156578,19140,
40.061431,-75.194485,19119,
40.061581,-75.194382,19119,
40.017314,-75.158866,19140,
40.019452,-75.158532,19140,
40.017762,-75.157082,19140,
40.019766,-75.156611,19140,
40.064508,-75.193954,19119,
40.065089,-75.193468,19119,
40.01788,-75.158604,19140,
40.017792,-75.158795,19140,
40.066531,-75.192545,19119,
40.066249,-75.192501,19119,
40.06602,-75.192332,19119,
40.065775,-75.192313,19119,
40.065692,-75.192124,19119,
40.020968,-75.156803,19140,
40.020959,-75.156703,19140,
40.020654,-75.154413,19140,
40.020625,-75.153505,19140,
40.020229,-75.150409,19140,
40.062638,-75.188847,19119,
40.063017,-75.189476,19119,
40.063092,-75.189597,19119,
40.062285,-75.188737,19119,
40.060776,-75.19035,19119,
40.023055,-75.149862,19140,
40.023023,-75.15,19140,
40.06224,-75.1882,19119,
40.062086,-75.188116,19119,
40.062046,-75.188045,19119,
40.048356,-75.186752,19119,
40.029451,-75.171158,19144,
40.029538,-75.171098,19144,
40.06798,-75.19,19119,
40.031607,-75.172119,19144,
40.032959,-75.170732,19144,
40.035287,-75.168374,19144,
40.065166,-75.190159,19119,
40.029729,-75.172409,19144,
40.06561,-75.189769,19119,
40.066299,-75.189201,19119,
40.067427,-75.188014,19119,
40.069021,-75.186188,19119,
40.038092,-75.162237,19144,
40.071612,-75.187628,19119,
40.025908,-75.179771,19144,
40.069888,-75.187744,19119,
40.027007,-75.178698,19144,
40.066835,-75.189582,19119,
40.066783,-75.189247,19119,
40.066649,-75.189297,19119,
40.026127,-75.181084,19144,
40.065694,-75.186996,19119,
40.065734,-75.186744,19119,
40.028121,-75.179033,19144,
40.065434,-75.187993,19119,
40.066744,-75.18677,19119,
40.030255,-75.176842,19144,
40.067302,-75.186003,19119,
40.030727,-75.176499,19144,
40.03069,-75.176377,19144,
40.027206,-75.17727,19144,
40.020216,-75.174076,19144,
40.020046,-75.170993,19144,
40.020613,-75.172652,19144,
40.069551,-75.183773,19119,
40.031423,-75.177432,19144,
40.067745,-75.185692,19119,
40.033965,-75.174875,19144,
40.034001,-75.174831,19144,
40.033985,-75.174673,19144,
40.067401,-75.182268,19119,
40.034523,-75.174177,19144,
40.034851,-75.173781,19144,
40.066023,-75.180091,19119,
40.065608,-75.17937,19119,
40.03374,-75.175328,19144,
40.034018,-75.175192,19144,
40.027317,-75.183336,19144,
40.063895,-75.176452,19119,
40.029522,-75.181314,19144,
40.029629,-75.181204,19144,
40.032392,-75.17838,19144,
40.034505,-75.175962,19144,
40.034725,-75.175979,19144,
40.034952,-75.175503,19144,
40.035412,-75.175273,19144,
40.064452,-75.180943,19119,
40.063959,-75.18011,19119,
40.04383,-75.166625,19144,
40.028416,-75.183575,19144,
40.059745,-75.173152,19119,
40.028431,-75.184533,19144,
40.028998,-75.184097,19144,
40.029803,-75.18329,19144,
40.029939,-75.183142,19144,
40.065024,-75.185483,19119,
40.064584,-75.185014,19119,
40.038383,-75.173786,19144,
40.062724,-75.182884,19119,
40.062354,-75.182115,19119,
40.041112,-75.170806,19144,
40.062182,-75.181547,19119,
40.030697,-75.183599,19144,
40.03085,-75.183442,19144,
40.035976,-75.178223,19144,
40.06013,-75.177037,19119,
40.056015,-75.170733,19138,
40.052477,-75.16497,19138,
40.051861,-75.163968,19138,
40.050058,-75.161265,19138,
40.049903,-75.161012,19138,
40.037103,-75.178297,19144,
40.064112,-75.184971,19119,
40.039662,-75.177545,19144,
40.035826,-75.183354,19144,
40.036795,-75.182531,19144,
40.039455,-75.179801,19144,
40.050921,-75.145427,19141,
40.05113,-75.145331,19126,
40.050803,-75.144509,19141,
40.050933,-75.143382,19126,
40.05272,-75.143745,19126,
40.052411,-75.145187,19126,
40.051545,-75.146858,19126,
40.019199,-75.148785,19140,
40.021551,-75.148751,19140,
40.033224,-75.145832,19141,
40.036,-75.145228,19141,
40.084658,-75.209966,19118,
40.082773,-75.209126,19118,
40.081957,-75.208674,19118,
40.081008,-75.208115,19118,
40.084622,-75.211036,19118,
40.0364,-75.194238,19119,
40.037383,-75.195385,19119,
40.044762,-75.204189,19119,
40.078649,-75.207115,19118,
40.081512,-75.205824,19118,
40.077963,-75.206016,19118,
40.07776,-75.206218,19118,
40.077612,-75.206358,19118,
40.079702,-75.221143,19118,
40.072205,-75.221052,19118,
40.071208,-75.219315,19118,
40.07065,-75.21791,19118,
40.070962,-75.217578,19118,
40.07527,-75.213456,19118,
40.075196,-75.204766,19118,
40.073078,-75.206867,19118,
40.070184,-75.209858,19118,
40.068468,-75.211376,19118,
40.068192,-75.211694,19118,
40.066725,-75.215325,19118,
40.066546,-75.215506,19118,
40.066465,-75.215594,19118,
40.063035,-75.217399,19118,
40.063325,-75.217301,19118,
40.063602,-75.216642,19118,
40.071261,-75.215151,19118,
40.073249,-75.213006,19118,
40.075968,-75.210392,19118,
40.075952,-75.209737,19118,
40.076007,-75.210046,19118,
40.075966,-75.209972,19118,
40.076625,-75.211087,19118,
40.076989,-75.211481,19118,
40.073498,-75.212119,19118,
40.074356,-75.210997,19118,
40.076456,-75.209215,19118,
40.076525,-75.205988,19118,
40.078182,-75.204077,19118,
40.077465,-75.203832,19118,
40.07129,-75.212152,19118,
40.071488,-75.212293,19118,
40.072601,-75.214174,19118,
40.072686,-75.214319,19118,
40.073054,-75.214928,19118,
40.072629,-75.209683,19118,
40.073606,-75.208888,19118,
40.074712,-75.207619,19118,
40.074987,-75.207504,19118,
40.074431,-75.209719,19118,
40.073573,-75.210532,19118,
40.073432,-75.210668,19118,
40.071589,-75.210339,19118,
40.073216,-75.208013,19118,
40.073415,-75.207817,19118,
40.074135,-75.206776,19118,
40.06559,-75.18325,19119,
40.041495,-75.177535,19144,
40.041848,-75.176991,19144,
40.066161,-75.182796,19119,
40.066503,-75.182442,19119,
40.067205,-75.181511,19119,
40.067497,-75.181206,19119,
40.067732,-75.181114,19119,
40.040667,-75.181657,19144,
40.040452,-75.181707,19144,
40.059862,-75.186032,19119,
40.065735,-75.185046,19119,
40.036265,-75.185908,19144,
40.068055,-75.182719,19119,
40.068134,-75.182644,19119,
40.038727,-75.185406,19144,
40.039283,-75.184988,19144,
40.06435,-75.187694,19119,
40.039383,-75.187234,19144,
40.039299,-75.187225,19144,
40.041241,-75.185203,19144,
40.042226,-75.184406,19144,
40.065821,-75.181181,19119,
40.067335,-75.179364,19119,
40.066451,-75.178398,19119,
40.066332,-75.178341,19119,
40.065517,-75.179354,19119,
40.046729,-75.179695,19144,
40.047633,-75.17884,19144,
40.048111,-75.178341,19144,
40.036466,-75.191981,19119,
40.036521,-75.191922,19119,
40.036761,-75.191674,19119,
40.037011,-75.191422,19119,
40.042495,-75.185638,19144,
40.057861,-75.187177,19119,
40.057778,-75.187262,19119,
40.04131,-75.188447,19144,
40.057451,-75.187452,19119,
40.057442,-75.187599,19119,
40.037702,-75.19243,19119,
40.037288,-75.192848,19119,
40.036701,-75.193451,19119,
40.063133,-75.179455,19119,
40.037078,-75.194957,19119,
40.037871,-75.193965,19119,
40.038113,-75.193898,19119,
40.06238,-75.18005,19119,
40.041775,-75.191183,19119,
40.041872,-75.191048,19119,
40.061184,-75.181453,19119,
40.060551,-75.181924,19119,
40.044093,-75.187543,19119,
40.059836,-75.182822,19119,
40.059627,-75.18285,19119,
40.04433,-75.187282,19119,
40.044569,-75.187048,19119,
40.058419,-75.184273,19119,
40.045812,-75.185999,19119,
40.056738,-75.186075,19119,
40.048665,-75.182908,19119,
40.062834,-75.186554,19119,
40.062511,-75.186891,19119,
40.062378,-75.187037,19119,
40.042286,-75.193477,19119,
40.061563,-75.186936,19119,
40.062573,-75.18556,19119,
40.043017,-75.194884,19119,
40.028358,-75.168541,19144,
40.062099,-75.183828,19119,
40.061942,-75.183815,19119,
40.061859,-75.184081,19119,
40.029361,-75.167534,19144,
40.029532,-75.167381,19144,
40.05899,-75.184796,19119,
40.059216,-75.179332,19119,
40.054741,-75.178261,19119,
40.030142,-75.1669,19144,
40.030306,-75.166968,19144,
40.030243,-75.167227,19144,
40.029456,-75.167995,19144,
40.031589,-75.164464,19144,
40.054237,-75.17864,19119,
39.948915,-75.226281,19143,
39.983399,-75.151384,-1,
39.982905,-75.15156,19122,
39.982668,-75.151518,19122,
39.982417,-75.151549,19122,
39.949466,-75.224194,19143,
39.981507,-75.151752,19122,
39.981433,-75.151771,19122,
39.980047,-75.15207,19122,
39.979248,-75.15224,19122,
39.978895,-75.152322,19122,
39.97415,-75.153362,19122,
39.97403,-75.153383,19122,
39.967441,-75.154816,19123,
39.948399,-75.222251,19143,
39.967034,-75.154906,19123,
39.962997,-75.155906,19123,
39.948318,-75.222142,19143,
39.947247,-75.22033,19143,
39.98898,-75.148609,19133,
39.947079,-75.220066,19143,
39.945986,-75.218772,19143,
39.983518,-75.149815,19122,
39.945742,-75.21828,19143,
39.945774,-75.21854,19143,
39.979165,-75.150648,19122,
39.945382,-75.217866,19143,
39.978149,-75.150987,19122,
39.975195,-75.151517,19122,
39.972977,-75.152001,19122,
39.941311,-75.213036,19143,
39.972508,-75.152212,19122,
39.96974,-75.152708,19123,
39.96701,-75.153293,19123,
39.966693,-75.153487,19123,
39.966701,-75.153415,19123,
39.966464,-75.153411,19123,
